Province/State,Country/Region,date,confirmed,deaths,recovered,active
"Pima, AZ",US,1/30/20,0,0,0,0
"Noble, IN",US,1/30/20,0,0,0,0
"Adams, IN",US,1/30/20,0,0,0,0
"Boone, IN",US,1/30/20,0,0,0,0
"Dane, WI",US,1/30/20,0,0,0,0
"Pierce, WI",US,1/30/20,0,0,0,0
"Cuyahoga, OH",US,1/30/20,0,0,0,0
"Weber, UT",US,1/30/20,0,0,0,0
"Bennington County, VT",US,1/30/20,0,0,0,0
"Carver County, MN",US,1/30/20,0,0,0,0
"Charlotte County, FL",US,1/30/20,0,0,0,0
"Cherokee County, GA",US,1/30/20,0,0,0,0
"Collin County, TX",US,1/30/20,0,0,0,0
"Jefferson County, KY",US,1/30/20,0,0,0,0
"Jefferson Parish, LA",US,1/30/20,0,0,0,0
"Shasta County, CA",US,1/30/20,0,0,0,0
"Spartanburg County, SC",US,1/30/20,0,0,0,0
"Harrison County, KY",US,1/30/20,0,0,0,0
"Johnson County, IA",US,1/30/20,0,0,0,0
"Berkshire County, MA",US,1/30/20,0,0,0,0
"Davidson County, TN",US,1/30/20,0,0,0,0
"Douglas County, OR",US,1/30/20,0,0,0,0
"Fresno County, CA",US,1/30/20,0,0,0,0
"Harford County, MD",US,1/30/20,0,0,0,0
"Hendricks County, IN",US,1/30/20,0,0,0,0
"Hudson County, NJ",US,1/30/20,0,0,0,0
"Johnson County, KS",US,1/30/20,0,0,0,0
"Kittitas County, WA",US,1/30/20,0,0,0,0
"Manatee County, FL",US,1/30/20,0,0,0,0
"Marion County, OR",US,1/30/20,0,0,0,0
"Okaloosa County, FL",US,1/30/20,0,0,0,0
"Polk County, GA",US,1/30/20,0,0,0,0
"Riverside County, CA",US,1/30/20,0,0,0,0
"Shelby County, TN",US,1/30/20,0,0,0,0
"St. Louis County, MO",US,1/30/20,0,0,0,0
"Suffolk County, NY",US,1/30/20,0,0,0,0
"Ulster County, NY",US,1/30/20,0,0,0,0
"Volusia County, FL",US,1/30/20,0,0,0,0
"Fairfax County, VA",US,1/30/20,0,0,0,0
"Rockingham County, NH",US,1/30/20,0,0,0,0
"Washington, D.C.",US,1/30/20,0,0,0,0
"Montgomery County, PA",US,1/30/20,0,0,0,0
"Alameda County, CA",US,1/30/20,0,0,0,0
"Broward County, FL",US,1/30/20,0,0,0,0
"Lee County, FL",US,1/30/20,0,0,0,0
"Pinal County, AZ",US,1/30/20,0,0,0,0
"Rockland County, NY",US,1/30/20,0,0,0,0
"Saratoga County, NY",US,1/30/20,0,0,0,0
"Charleston County, SC",US,1/30/20,0,0,0,0
"Clark County, WA",US,1/30/20,0,0,0,0
"Cobb County, GA",US,1/30/20,0,0,0,0
"Davis County, UT",US,1/30/20,0,0,0,0
"El Paso County, CO",US,1/30/20,0,0,0,0
"Honolulu County, HI",US,1/30/20,0,0,0,0
"Jackson County, OR ",US,1/30/20,0,0,0,0
"Jefferson County, WA",US,1/30/20,0,0,0,0
"Kershaw County, SC",US,1/30/20,0,0,0,0
"Klamath County, OR",US,1/30/20,0,0,0,0
"Madera County, CA",US,1/30/20,0,0,0,0
"Pierce County, WA",US,1/30/20,0,0,0,0
"Tulsa County, OK",US,1/30/20,0,0,0,0
"Douglas County, CO",US,1/30/20,0,0,0,0
"Providence County, RI",US,1/30/20,0,0,0,0
"Chatham County, NC",US,1/30/20,0,0,0,0
"Delaware County, PA",US,1/30/20,0,0,0,0
"Douglas County, NE",US,1/30/20,0,0,0,0
"Fayette County, KY",US,1/30/20,0,0,0,0
"Marion County, IN",US,1/30/20,0,0,0,0
"Middlesex County, MA",US,1/30/20,0,0,0,0
"Nassau County, NY",US,1/30/20,0,0,0,0
"Ramsey County, MN",US,1/30/20,0,0,0,0
"Washoe County, NV",US,1/30/20,0,0,0,0
"Wayne County, PA",US,1/30/20,0,0,0,0
"Yolo County, CA",US,1/30/20,0,0,0,0
"Santa Clara County, CA",US,1/30/20,0,0,0,0
"Clark County, NV",US,1/30/20,0,0,0,0
"Fort Bend County, TX",US,1/30/20,0,0,0,0
"Grant County, WA",US,1/30/20,0,0,0,0
"Santa Rosa County, FL",US,1/30/20,0,0,0,0
"Williamson County, TN",US,1/30/20,0,0,0,0
"New York County, NY",US,1/30/20,0,0,0,0
"Montgomery County, MD",US,1/30/20,0,0,0,0
"Suffolk County, MA",US,1/30/20,0,0,0,0
"Denver County, CO",US,1/30/20,0,0,0,0
"Summit County, CO",US,1/30/20,0,0,0,0
"Bergen County, NJ",US,1/30/20,0,0,0,0
"Harris County, TX",US,1/30/20,0,0,0,0
"San Francisco County, CA",US,1/30/20,0,0,0,0
"Contra Costa County, CA",US,1/30/20,0,0,0,0
"Orange County, CA",US,1/30/20,1,0,0,1
"Norfolk County, MA",US,1/30/20,0,0,0,0
"Maricopa County, AZ",US,1/30/20,1,0,0,1
"Wake County, NC",US,1/30/20,0,0,0,0
"Westchester County, NY",US,1/30/20,0,0,0,0
"Grafton County, NH",US,1/30/20,0,0,0,0
"Hillsborough, FL",US,1/30/20,0,0,0,0
"Placer County, CA",US,1/30/20,0,0,0,0
"San Mateo, CA",US,1/30/20,0,0,0,0
"Sonoma County, CA",US,1/30/20,0,0,0,0
"Umatilla, OR",US,1/30/20,0,0,0,0
"Fulton County, GA",US,1/30/20,0,0,0,0
"Washington County, OR",US,1/30/20,0,0,0,0
"Snohomish County, WA",US,1/30/20,0,0,0,0
"Humboldt County, CA",US,1/30/20,0,0,0,0
"Sacramento County, CA",US,1/30/20,0,0,0,0
"San Diego County, CA",US,1/30/20,0,0,0,0
"San Benito, CA",US,1/30/20,0,0,0,0
"Los Angeles, CA",US,1/30/20,1,0,0,1
"King County, WA",US,1/30/20,1,0,0,1
"Cook County, IL",US,1/30/20,1,0,0,1
"Skagit, WA",US,1/30/20,0,0,0,0
"Thurston, WA",US,1/30/20,0,0,0,0
"Island, WA",US,1/30/20,0,0,0,0
"Whatcom, WA",US,1/30/20,0,0,0,0
"Marin, CA",US,1/30/20,0,0,0,0
"Calaveras, CA",US,1/30/20,0,0,0,0
"Stanislaus, CA",US,1/30/20,0,0,0,0
"San Joaquin, CA",US,1/30/20,0,0,0,0
"Essex, MA",US,1/30/20,0,0,0,0
"Charlton, GA",US,1/30/20,0,0,0,0
"Collier, FL",US,1/30/20,0,0,0,0
"Pinellas, FL",US,1/30/20,0,0,0,0
"Alachua, FL",US,1/30/20,0,0,0,0
"Nassau, FL",US,1/30/20,0,0,0,0
"Pasco, FL",US,1/30/20,0,0,0,0
"Dallas, TX",US,1/30/20,0,0,0,0
"Tarrant, TX",US,1/30/20,0,0,0,0
"Montgomery, TX",US,1/30/20,0,0,0,0
"Middlesex, NJ",US,1/30/20,0,0,0,0
"Jefferson, CO",US,1/30/20,0,0,0,0
"Multnomah, OR",US,1/30/20,0,0,0,0
"Polk, OR",US,1/30/20,0,0,0,0
"Deschutes, OR",US,1/30/20,0,0,0,0
"McHenry, IL",US,1/30/20,0,0,0,0
"Lake, IL",US,1/30/20,0,0,0,0
"Bucks, PA",US,1/30/20,0,0,0,0
"Hanover, VA",US,1/30/20,0,0,0,0
"Lancaster, SC",US,1/30/20,0,0,0,0
"Sullivan, TN",US,1/30/20,0,0,0,0
"Johnson, IN",US,1/30/20,0,0,0,0
"Howard, IN",US,1/30/20,0,0,0,0
"St. Joseph, IN",US,1/30/20,0,0,0,0
"Knox, NE",US,1/30/20,0,0,0,0
"Stark, OH",US,1/30/20,0,0,0,0
"Anoka, MN",US,1/30/20,0,0,0,0
"Olmsted, MN",US,1/30/20,0,0,0,0
"Summit, UT",US,1/30/20,0,0,0,0
"Fairfield, CT",US,1/30/20,0,0,0,0
"Litchfield, CT",US,1/30/20,0,0,0,0
"Orleans, LA",US,1/30/20,0,0,0,0
"Pennington, SD",US,1/30/20,0,0,0,0
"Beadle, SD",US,1/30/20,0,0,0,0
"Charles Mix, SD",US,1/30/20,0,0,0,0
"Davison, SD",US,1/30/20,0,0,0,0
"Minnehaha, SD",US,1/30/20,0,0,0,0
"Bon Homme, SD",US,1/30/20,0,0,0,0
"Socorro, NM",US,1/30/20,0,0,0,0
"Bernalillo, NM",US,1/30/20,0,0,0,0
"Oakland, MI",US,1/30/20,0,0,0,0
"Wayne, MI",US,1/30/20,0,0,0,0
"New Castle, DE",US,1/30/20,0,0,0,0
,Cuba,1/30/20,0,0,0,0
,Guyana,1/30/20,0,0,0,0
Australian Capital Territory,Australia,1/30/20,0,0,0,0
United Kingdom,United Kingdom,1/30/20,0,0,0,0
,Kazakhstan,1/30/20,0,0,0,0
French Polynesia,France,1/30/20,0,0,0,0
Manitoba,Canada,1/30/20,0,0,0,0
Saskatchewan,Canada,1/30/20,0,0,0,0
,Ethiopia,1/30/20,0,0,0,0
,Sudan,1/30/20,0,0,0,0
,Guinea,1/30/20,0,0,0,0
Grand Princess,Canada,1/30/20,0,0,0,0
,Kenya,1/30/20,0,0,0,0
,Antigua and Barbuda,1/30/20,0,0,0,0
Alabama,US,1/30/20,0,0,0,0
,Uruguay,1/30/20,0,0,0,0
,Ghana,1/30/20,0,0,0,0
Puerto Rico,US,1/30/20,0,0,0,0
,Namibia,1/30/20,0,0,0,0
,Seychelles,1/30/20,0,0,0,0
,Trinidad and Tobago,1/30/20,0,0,0,0
,Venezuela,1/30/20,0,0,0,0
,Eswatini,1/30/20,0,0,0,0
,Gabon,1/30/20,0,0,0,0
,Guatemala,1/30/20,0,0,0,0
,Mauritania,1/30/20,0,0,0,0
,Rwanda,1/30/20,0,0,0,0
,Saint Lucia,1/30/20,0,0,0,0
,Saint Vincent and the Grenadines,1/30/20,0,0,0,0
,Suriname,1/30/20,0,0,0,0
French Guiana,France,1/30/20,0,0,0,0
Guam,US,1/30/20,0,0,0,0
,Kosovo,1/30/20,0,0,0,0
Newfoundland and Labrador,Canada,1/30/20,0,0,0,0
Prince Edward Island,Canada,1/30/20,0,0,0,0
,Central African Republic,1/30/20,0,0,0,0
,Congo (Brazzaville),1/30/20,0,0,0,0
,Equatorial Guinea,1/30/20,0,0,0,0
Mayotte,France,1/30/20,0,0,0,0
,Uzbekistan,1/30/20,0,0,0,0
Netherlands,Netherlands,1/30/20,0,0,0,0
Nova Scotia,Canada,1/30/20,0,0,0,0
Guadeloupe,France,1/30/20,0,0,0,0
,Benin,1/30/20,0,0,0,0
,Liberia,1/30/20,0,0,0,0
Curacao,Netherlands,1/30/20,0,0,0,0
,Somalia,1/30/20,0,0,0,0
,Tanzania,1/30/20,0,0,0,0
Virgin Islands,US,1/30/20,0,0,0,0
Cayman Islands,United Kingdom,1/30/20,0,0,0,0
Reunion,France,1/30/20,0,0,0,0
,Barbados,1/30/20,0,0,0,0
,Montenegro,1/30/20,0,0,0,0
,Kyrgyzstan,1/30/20,0,0,0,0
,Mauritius,1/30/20,0,0,0,0
Aruba,Netherlands,1/30/20,0,0,0,0
,Zambia,1/30/20,0,0,0,0
,Djibouti,1/30/20,0,0,0,0
,"Gambia, The",1/30/20,0,0,0,0
Montserrat,United Kingdom,1/30/20,0,0,0,0
,"Bahamas, The",1/30/20,0,0,0,0
Greenland,Denmark,1/30/20,0,0,0,0
New Caledonia,France,1/30/20,0,0,0,0
Bermuda,United Kingdom,1/30/20,0,0,0,0
,Chad,1/30/20,0,0,0,0
,El Salvador,1/30/20,0,0,0,0
,Fiji,1/30/20,0,0,0,0
,Nicaragua,1/30/20,0,0,0,0
,Thailand,1/31/20,19,0,5,14
,Japan,1/31/20,15,0,1,14
,Singapore,1/31/20,13,0,0,13
,Nepal,1/31/20,1,0,0,1
,Malaysia,1/31/20,8,0,0,8
British Columbia,Canada,1/31/20,1,0,0,1
New South Wales,Australia,1/31/20,4,0,2,2
Victoria,Australia,1/31/20,3,0,0,3
Queensland,Australia,1/31/20,2,0,0,2
,Cambodia,1/31/20,1,0,0,1
,Sri Lanka,1/31/20,1,0,0,1
,Germany,1/31/20,5,0,0,5
,Finland,1/31/20,1,0,0,1
,United Arab Emirates,1/31/20,4,0,0,4
,Philippines,1/31/20,1,0,0,1
,India,1/31/20,1,0,0,1
,Italy,1/31/20,2,0,0,2
,Sweden,1/31/20,1,0,0,1
,Spain,1/31/20,0,0,0,0
South Australia,Australia,1/31/20,0,0,0,0
,Belgium,1/31/20,0,0,0,0
,Egypt,1/31/20,0,0,0,0
From Diamond Princess,Australia,1/31/20,0,0,0,0
,Lebanon,1/31/20,0,0,0,0
,Iraq,1/31/20,0,0,0,0
,Oman,1/31/20,0,0,0,0
,Afghanistan,1/31/20,0,0,0,0
,Bahrain,1/31/20,0,0,0,0
,Kuwait,1/31/20,0,0,0,0
,Algeria,1/31/20,0,0,0,0
,Croatia,1/31/20,0,0,0,0
,Switzerland,1/31/20,0,0,0,0
,Austria,1/31/20,0,0,0,0
,Israel,1/31/20,0,0,0,0
,Pakistan,1/31/20,0,0,0,0
,Brazil,1/31/20,0,0,0,0
,Georgia,1/31/20,0,0,0,0
,Greece,1/31/20,0,0,0,0
,North Macedonia,1/31/20,0,0,0,0
,Norway,1/31/20,0,0,0,0
,Romania,1/31/20,0,0,0,0
,Estonia,1/31/20,0,0,0,0
,San Marino,1/31/20,0,0,0,0
,Belarus,1/31/20,0,0,0,0
,Iceland,1/31/20,0,0,0,0
,Lithuania,1/31/20,0,0,0,0
,Mexico,1/31/20,0,0,0,0
,New Zealand,1/31/20,0,0,0,0
,Nigeria,1/31/20,0,0,0,0
Western Australia,Australia,1/31/20,0,0,0,0
,Ireland,1/31/20,0,0,0,0
,Luxembourg,1/31/20,0,0,0,0
,Monaco,1/31/20,0,0,0,0
,Qatar,1/31/20,0,0,0,0
,Ecuador,1/31/20,0,0,0,0
,Azerbaijan,1/31/20,0,0,0,0
,Armenia,1/31/20,0,0,0,0
,Dominican Republic,1/31/20,0,0,0,0
,Indonesia,1/31/20,0,0,0,0
,Portugal,1/31/20,0,0,0,0
,Andorra,1/31/20,0,0,0,0
Tasmania,Australia,1/31/20,0,0,0,0
,Latvia,1/31/20,0,0,0,0
,Morocco,1/31/20,0,0,0,0
,Saudi Arabia,1/31/20,0,0,0,0
,Senegal,1/31/20,0,0,0,0
,Argentina,1/31/20,0,0,0,0
,Chile,1/31/20,0,0,0,0
,Jordan,1/31/20,0,0,0,0
,Ukraine,1/31/20,0,0,0,0
,Hungary,1/31/20,0,0,0,0
Northern Territory,Australia,1/31/20,0,0,0,0
,Liechtenstein,1/31/20,0,0,0,0
,Poland,1/31/20,0,0,0,0
,Tunisia,1/31/20,0,0,0,0
,Bosnia and Herzegovina,1/31/20,0,0,0,0
,Slovenia,1/31/20,0,0,0,0
,South Africa,1/31/20,0,0,0,0
,Bhutan,1/31/20,0,0,0,0
,Cameroon,1/31/20,0,0,0,0
,Colombia,1/31/20,0,0,0,0
,Costa Rica,1/31/20,0,0,0,0
,Peru,1/31/20,0,0,0,0
,Serbia,1/31/20,0,0,0,0
,Slovakia,1/31/20,0,0,0,0
,Togo,1/31/20,0,0,0,0
,Malta,1/31/20,0,0,0,0
,Martinique,1/31/20,0,0,0,0
,Bulgaria,1/31/20,0,0,0,0
,Maldives,1/31/20,0,0,0,0
,Bangladesh,1/31/20,0,0,0,0
,Paraguay,1/31/20,0,0,0,0
Ontario,Canada,1/31/20,3,0,0,3
Alberta,Canada,1/31/20,0,0,0,0
Quebec,Canada,1/31/20,0,0,0,0
,Albania,1/31/20,0,0,0,0
,Cyprus,1/31/20,0,0,0,0
,Brunei,1/31/20,0,0,0,0
Washington,US,1/31/20,0,0,0,0
New York,US,1/31/20,0,0,0,0
California,US,1/31/20,0,0,0,0
Massachusetts,US,1/31/20,0,0,0,0
Diamond Princess,US,1/31/20,0,0,0,0
Grand Princess,US,1/31/20,0,0,0,0
Georgia,US,1/31/20,0,0,0,0
Colorado,US,1/31/20,0,0,0,0
Florida,US,1/31/20,0,0,0,0
New Jersey,US,1/31/20,0,0,0,0
Oregon,US,1/31/20,0,0,0,0
Texas,US,1/31/20,0,0,0,0
Illinois,US,1/31/20,0,0,0,0
Pennsylvania,US,1/31/20,0,0,0,0
Iowa,US,1/31/20,0,0,0,0
Maryland,US,1/31/20,0,0,0,0
North Carolina,US,1/31/20,0,0,0,0
South Carolina,US,1/31/20,0,0,0,0
Tennessee,US,1/31/20,0,0,0,0
Virginia,US,1/31/20,0,0,0,0
Arizona,US,1/31/20,0,0,0,0
Indiana,US,1/31/20,0,0,0,0
Kentucky,US,1/31/20,0,0,0,0
District of Columbia,US,1/31/20,0,0,0,0
Nevada,US,1/31/20,0,0,0,0
New Hampshire,US,1/31/20,0,0,0,0
Minnesota,US,1/31/20,0,0,0,0
Nebraska,US,1/31/20,0,0,0,0
Ohio,US,1/31/20,0,0,0,0
Rhode Island,US,1/31/20,0,0,0,0
Wisconsin,US,1/31/20,0,0,0,0
Connecticut,US,1/31/20,0,0,0,0
Hawaii,US,1/31/20,0,0,0,0
Oklahoma,US,1/31/20,0,0,0,0
Utah,US,1/31/20,0,0,0,0
,Burkina Faso,1/31/20,0,0,0,0
,Holy See,1/31/20,0,0,0,0
,Mongolia,1/31/20,0,0,0,0
,Panama,1/31/20,0,0,0,0
Kansas,US,1/31/20,0,0,0,0
Louisiana,US,1/31/20,0,0,0,0
Missouri,US,1/31/20,0,0,0,0
Vermont,US,1/31/20,0,0,0,0
Alaska,US,1/31/20,0,0,0,0
Arkansas,US,1/31/20,0,0,0,0
Delaware,US,1/31/20,0,0,0,0
Idaho,US,1/31/20,0,0,0,0
Maine,US,1/31/20,0,0,0,0
Michigan,US,1/31/20,0,0,0,0
Mississippi,US,1/31/20,0,0,0,0
Montana,US,1/31/20,0,0,0,0
New Mexico,US,1/31/20,0,0,0,0
North Dakota,US,1/31/20,0,0,0,0
South Dakota,US,1/31/20,0,0,0,0
West Virginia,US,1/31/20,0,0,0,0
Wyoming,US,1/31/20,0,0,0,0
Hubei,China,1/31/20,5806,204,141,5461
,Iran,1/31/20,0,0,0,0
,"Korea, South",1/31/20,11,0,0,11
France,France,1/31/20,5,0,0,5
Guangdong,China,1/31/20,436,0,11,425
Henan,China,1/31/20,352,2,3,347
Zhejiang,China,1/31/20,538,0,14,524
Hunan,China,1/31/20,332,0,2,330
Anhui,China,1/31/20,237,0,3,234
Jiangxi,China,1/31/20,240,0,7,233
Shandong,China,1/31/20,184,0,2,182
Diamond Princess,Cruise Ship,1/31/20,0,0,0,0
Jiangsu,China,1/31/20,168,0,5,163
Chongqing,China,1/31/20,211,0,1,210
Sichuan,China,1/31/20,177,1,1,175
Heilongjiang,China,1/31/20,59,2,0,57
Denmark,Denmark,1/31/20,0,0,0,0
Beijing,China,1/31/20,139,1,5,133
Shanghai,China,1/31/20,135,1,9,125
Hebei,China,1/31/20,82,1,0,81
Fujian,China,1/31/20,120,0,0,120
Guangxi,China,1/31/20,87,0,2,85
Shaanxi,China,1/31/20,87,0,0,87
Yunnan,China,1/31/20,83,0,1,82
Hainan,China,1/31/20,52,1,1,50
Guizhou,China,1/31/20,29,0,2,27
Tianjin,China,1/31/20,32,0,0,32
Shanxi,China,1/31/20,39,0,1,38
Gansu,China,1/31/20,29,0,0,29
Hong Kong,China,1/31/20,12,0,0,12
Liaoning,China,1/31/20,48,0,1,47
Jilin,China,1/31/20,14,0,1,13
,Czechia,1/31/20,0,0,0,0
Xinjiang,China,1/31/20,17,0,0,17
Inner Mongolia,China,1/31/20,20,0,1,19
Ningxia,China,1/31/20,21,0,0,21
,Taiwan*,1/31/20,10,0,0,10
,Vietnam,1/31/20,2,0,0,2
,Russia,1/31/20,2,0,0,2
Qinghai,China,1/31/20,8,0,0,8
Macau,China,1/31/20,7,0,0,7
,Moldova,1/31/20,0,0,0,0
,Bolivia,1/31/20,0,0,0,0
Faroe Islands,Denmark,1/31/20,0,0,0,0
St Martin,France,1/31/20,0,0,0,0
,Honduras,1/31/20,0,0,0,0
Channel Islands,United Kingdom,1/31/20,0,0,0,0
New Brunswick,Canada,1/31/20,0,0,0,0
Tibet,China,1/31/20,1,0,0,1
,Congo (Kinshasa),1/31/20,0,0,0,0
,Cote d'Ivoire,1/31/20,0,0,0,0
Saint Barthelemy,France,1/31/20,0,0,0,0
,Jamaica,1/31/20,0,0,0,0
,Turkey,1/31/20,0,0,0,0
Gibraltar,United Kingdom,1/31/20,0,0,0,0
"Kitsap, WA",US,1/31/20,0,0,0,0
"Solano, CA",US,1/31/20,0,0,0,0
"Santa Cruz, CA",US,1/31/20,0,0,0,0
"Napa, CA",US,1/31/20,0,0,0,0
"Ventura, CA",US,1/31/20,0,0,0,0
"Worcester, MA",US,1/31/20,0,0,0,0
"Gwinnett, GA",US,1/31/20,0,0,0,0
"DeKalb, GA",US,1/31/20,0,0,0,0
"Floyd, GA",US,1/31/20,0,0,0,0
"Fayette, GA",US,1/31/20,0,0,0,0
"Gregg, TX",US,1/31/20,0,0,0,0
"Monmouth, NJ",US,1/31/20,0,0,0,0
"Burlington, NJ",US,1/31/20,0,0,0,0
"Camden, NJ",US,1/31/20,0,0,0,0
"Passaic, NJ",US,1/31/20,0,0,0,0
"Union, NJ",US,1/31/20,0,0,0,0
"Eagle, CO",US,1/31/20,0,0,0,0
"Larimer, CO",US,1/31/20,0,0,0,0
"Arapahoe, CO",US,1/31/20,0,0,0,0
"Gunnison, CO",US,1/31/20,0,0,0,0
"Kane, IL",US,1/31/20,0,0,0,0
"Monroe, PA",US,1/31/20,0,0,0,0
"Philadelphia, PA",US,1/31/20,0,0,0,0
"Norfolk, VA",US,1/31/20,0,0,0,0
"Arlington, VA",US,1/31/20,0,0,0,0
"Spotsylvania, VA",US,1/31/20,0,0,0,0
"Loudoun, VA",US,1/31/20,0,0,0,0
"Prince George's, MD",US,1/31/20,0,0,0,0
"Pottawattamie, IA",US,1/31/20,0,0,0,0
"Camden, NC",US,1/31/20,0,0,0,0
"Pima, AZ",US,1/31/20,0,0,0,0
"Noble, IN",US,1/31/20,0,0,0,0
"Adams, IN",US,1/31/20,0,0,0,0
"Boone, IN",US,1/31/20,0,0,0,0
"Dane, WI",US,1/31/20,0,0,0,0
"Pierce, WI",US,1/31/20,0,0,0,0
"Cuyahoga, OH",US,1/31/20,0,0,0,0
"Weber, UT",US,1/31/20,0,0,0,0
"Bennington County, VT",US,1/31/20,0,0,0,0
"Carver County, MN",US,1/31/20,0,0,0,0
"Charlotte County, FL",US,1/31/20,0,0,0,0
"Cherokee County, GA",US,1/31/20,0,0,0,0
"Collin County, TX",US,1/31/20,0,0,0,0
"Jefferson County, KY",US,1/31/20,0,0,0,0
"Jefferson Parish, LA",US,1/31/20,0,0,0,0
"Shasta County, CA",US,1/31/20,0,0,0,0
"Spartanburg County, SC",US,1/31/20,0,0,0,0
"Harrison County, KY",US,1/31/20,0,0,0,0
"Johnson County, IA",US,1/31/20,0,0,0,0
"Berkshire County, MA",US,1/31/20,0,0,0,0
"Davidson County, TN",US,1/31/20,0,0,0,0
"Douglas County, OR",US,1/31/20,0,0,0,0
"Fresno County, CA",US,1/31/20,0,0,0,0
"Harford County, MD",US,1/31/20,0,0,0,0
"Hendricks County, IN",US,1/31/20,0,0,0,0
"Hudson County, NJ",US,1/31/20,0,0,0,0
"Johnson County, KS",US,1/31/20,0,0,0,0
"Kittitas County, WA",US,1/31/20,0,0,0,0
"Manatee County, FL",US,1/31/20,0,0,0,0
"Marion County, OR",US,1/31/20,0,0,0,0
"Okaloosa County, FL",US,1/31/20,0,0,0,0
"Polk County, GA",US,1/31/20,0,0,0,0
"Riverside County, CA",US,1/31/20,0,0,0,0
"Shelby County, TN",US,1/31/20,0,0,0,0
"St. Louis County, MO",US,1/31/20,0,0,0,0
"Suffolk County, NY",US,1/31/20,0,0,0,0
"Ulster County, NY",US,1/31/20,0,0,0,0
"Volusia County, FL",US,1/31/20,0,0,0,0
"Fairfax County, VA",US,1/31/20,0,0,0,0
"Rockingham County, NH",US,1/31/20,0,0,0,0
"Washington, D.C.",US,1/31/20,0,0,0,0
"Montgomery County, PA",US,1/31/20,0,0,0,0
"Alameda County, CA",US,1/31/20,0,0,0,0
"Broward County, FL",US,1/31/20,0,0,0,0
"Lee County, FL",US,1/31/20,0,0,0,0
"Pinal County, AZ",US,1/31/20,0,0,0,0
"Rockland County, NY",US,1/31/20,0,0,0,0
"Saratoga County, NY",US,1/31/20,0,0,0,0
"Charleston County, SC",US,1/31/20,0,0,0,0
"Clark County, WA",US,1/31/20,0,0,0,0
"Cobb County, GA",US,1/31/20,0,0,0,0
"Davis County, UT",US,1/31/20,0,0,0,0
"El Paso County, CO",US,1/31/20,0,0,0,0
"Honolulu County, HI",US,1/31/20,0,0,0,0
"Jackson County, OR ",US,1/31/20,0,0,0,0
"Jefferson County, WA",US,1/31/20,0,0,0,0
"Kershaw County, SC",US,1/31/20,0,0,0,0
"Klamath County, OR",US,1/31/20,0,0,0,0
"Madera County, CA",US,1/31/20,0,0,0,0
"Pierce County, WA",US,1/31/20,0,0,0,0
"Tulsa County, OK",US,1/31/20,0,0,0,0
"Douglas County, CO",US,1/31/20,0,0,0,0
"Providence County, RI",US,1/31/20,0,0,0,0
"Chatham County, NC",US,1/31/20,0,0,0,0
"Delaware County, PA",US,1/31/20,0,0,0,0
"Douglas County, NE",US,1/31/20,0,0,0,0
"Fayette County, KY",US,1/31/20,0,0,0,0
"Marion County, IN",US,1/31/20,0,0,0,0
"Middlesex County, MA",US,1/31/20,0,0,0,0
"Nassau County, NY",US,1/31/20,0,0,0,0
"Ramsey County, MN",US,1/31/20,0,0,0,0
"Washoe County, NV",US,1/31/20,0,0,0,0
"Wayne County, PA",US,1/31/20,0,0,0,0
"Yolo County, CA",US,1/31/20,0,0,0,0
"Santa Clara County, CA",US,1/31/20,1,0,0,1
"Clark County, NV",US,1/31/20,0,0,0,0
"Fort Bend County, TX",US,1/31/20,0,0,0,0
"Grant County, WA",US,1/31/20,0,0,0,0
"Santa Rosa County, FL",US,1/31/20,0,0,0,0
"Williamson County, TN",US,1/31/20,0,0,0,0
"New York County, NY",US,1/31/20,0,0,0,0
"Montgomery County, MD",US,1/31/20,0,0,0,0
"Suffolk County, MA",US,1/31/20,0,0,0,0
"Denver County, CO",US,1/31/20,0,0,0,0
"Summit County, CO",US,1/31/20,0,0,0,0
"Bergen County, NJ",US,1/31/20,0,0,0,0
"Harris County, TX",US,1/31/20,0,0,0,0
"San Francisco County, CA",US,1/31/20,0,0,0,0
"Contra Costa County, CA",US,1/31/20,0,0,0,0
"Orange County, CA",US,1/31/20,1,0,0,1
"Norfolk County, MA",US,1/31/20,0,0,0,0
"Maricopa County, AZ",US,1/31/20,1,0,0,1
"Wake County, NC",US,1/31/20,0,0,0,0
"Westchester County, NY",US,1/31/20,0,0,0,0
"Grafton County, NH",US,1/31/20,0,0,0,0
"Hillsborough, FL",US,1/31/20,0,0,0,0
"Placer County, CA",US,1/31/20,0,0,0,0
"San Mateo, CA",US,1/31/20,0,0,0,0
"Sonoma County, CA",US,1/31/20,0,0,0,0
"Umatilla, OR",US,1/31/20,0,0,0,0
"Fulton County, GA",US,1/31/20,0,0,0,0
"Washington County, OR",US,1/31/20,0,0,0,0
"Snohomish County, WA",US,1/31/20,0,0,0,0
"Humboldt County, CA",US,1/31/20,0,0,0,0
"Sacramento County, CA",US,1/31/20,0,0,0,0
"San Diego County, CA",US,1/31/20,0,0,0,0
"San Benito, CA",US,1/31/20,0,0,0,0
"Los Angeles, CA",US,1/31/20,1,0,0,1
"King County, WA",US,1/31/20,1,0,0,1
"Cook County, IL",US,1/31/20,2,0,0,2
"Skagit, WA",US,1/31/20,0,0,0,0
"Thurston, WA",US,1/31/20,0,0,0,0
"Island, WA",US,1/31/20,0,0,0,0
"Whatcom, WA",US,1/31/20,0,0,0,0
"Marin, CA",US,1/31/20,0,0,0,0
